Datum;Zeit;Terminal;Schlüssel;Kundennummer;EAN;Produkt;Kategorie;Preis;MwSt
2025-04-14;12:13;A;16163833;40478;4013256642722;Lichtenauer - medium - 0.5l;Wasser;0.85;19
2025-04-14;12:13;A;16163833;40478;4013256642012;Lichtenauer - spritzig - 0.5l;Wasser;0.85;19
2025-04-14;12:13;A;16163833;40478;4013256642012;Lichtenauer - spritzig - 0.5l;Wasser;0.85;19
2025-04-14;13:09;A;16163833;40478;4463300210009;ICAO Wettbewerbskarte Mitglied;Merchendise;12.00;19
2025-04-14;18:45;A;16163833;40478;4002103000013;Erdinger Weißbier 0.5l;Bier;1.50;19
2025-04-14;19:17;A;16163833;40478;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-12;8:26;A;16226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-12;8:26;A;16226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-12;8:53;A;16226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-12;9:01;A;16226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-12;13:56;A;16226391;406509;1;Essen;Speisen;5.50;19
2025-04-12;14:03;A;16226391;406509;4013256642012;Lichtenauer - spritzig - 0.5l;Wasser;0.85;19
2025-04-13;13:40;A;16226391;406509;1;Essen;Speisen;5.50;19
2025-04-13;13:47;A;16226391;406509;1;Essen;Speisen;5.50;19
2025-04-13;13:47;A;16226391;406509;4013256642722;Lichtenauer - medium - 0.5l;Wasser;0.85;19
2025-04-14;8:49;A;16226391;406509;2;Kaffee;Speisen;0.50;19
2025-04-14;8:49;A;16226391;406509;2;Kaffee;Speisen;0.50;19
2025-03-29;13:32;A;16233192;40537;1;Essen;Speisen;4.00;19
2025-04-13;11:48;A;16233192;40537;50112135;Sprite Zitrone Limette 0.33l;Getränke;1.10;19
2025-04-13;12:00;A;16233192;40537;50112135;Sprite Zitrone Limette 0.33l;Getränke;1.10;19
2025-04-15;20:31;A;16233192;40537;90357879;Cola Zero 0.33l;Getränke;1.10;19
2025-04-05;13:55;A;16246115;268498;1;Essen;Speisen;5.50;19
2025-04-05;17:28;A;16246115;268498;4260386220331;Fläminger Radler 0,33l;Bier;1.10;19
2025-04-13;13:48;A;16246115;268498;1;Essen;Speisen;5.50;19
2025-04-14;10:43;A;16246115;268498;4463300210009;ICAO Wettbewerbskarte Mitglied;Merchendise;12.00;19
2025-04-14;11:38;A;16246115;268498;50112135;Sprite Zitrone Limette 0.33l;Getränke;1.10;19
2025-04-14;13:07;A;16246115;268498;1;Essen;Speisen;4.50;19
2025-04-05;9:07;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-05;19:39;A;16332365;40535;1;Essen;Speisen;5.50;19
2025-04-05;19:39;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-05;19:39;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-05;19:39;A;16332365;40535;9990000000000;Direktbuchung;Direktbuchung;0.50;19
2025-04-05;22:02;A;16332365;40535;4002103019107;Erdinger Alkoholfrei 0.5l;Bier;1.50;19
2025-04-06;10:38;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-06;13:54;A;16332365;40535;1;Essen;Speisen;5.50;19
2025-04-12;14:02;A;16332365;40535;1;Essen;Speisen;5.50;19
2025-04-12;14:24;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-12;14:24;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-12;14:31;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-12;20:00;A;16332365;40535;4463300320005;Kullerkasten gemischt;Getränke;23.00;19
2025-04-13;8:53;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-13;8:53;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-13;9:12;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-13;13:39;A;16332365;40535;1;Essen;Speisen;5.50;19
2025-04-13;13:55;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-13;13:55;A;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-13;15:26;B;16332365;40535;2;Kaffee;Speisen;0.50;19
2025-04-05;18:31;A;16339774;40428;1;Essen;Speisen;5.50;19
2025-04-12;13:46;A;16339774;40428;1;Essen;Speisen;5.50;19
2025-04-12;13:47;A;16339774;40428;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-12;15:45;A;16339774;40428;1;Essen;Speisen;5.50;19
2025-04-12;15:45;A;16339774;40428;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-13;8:53;A;16339774;40428;2;Kaffee;Speisen;0.50;19
2025-04-13;10:00;A;16339774;40428;2;Kaffee;Speisen;0.50;19
2025-04-13;13:21;A;16339774;40428;1;Essen;Speisen;5.50;19
2025-04-13;13:23;A;16339774;40428;1;Essen;Speisen;5.50;19
2025-03-29;14:24;A;16352584;250430;1;Essen;Speisen;4.00;19
2025-03-29;21:42;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-03-30;9:43;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-03-30;9:56;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-03-30;10:10;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-03-30;14:51;A;16352584;250430;1;Essen;Speisen;3.00;19
2025-03-30;17:21;A;16352584;250430;4014472279198;Bionade Himbeer-Plaume 0.33l;Getränke;1.30;19
2025-04-04;19:45;A;16352584;250430;4004160005338;Berliner Pilsner 0,5l;Getränke;1.20;19
2025-04-04;19:46;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-05;8:37;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-05;8:46;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-05;9:02;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-05;11:39;A;16352584;250430;4013256642722;Lichtenauer - medium - 0.5l;Wasser;0.85;19
2025-04-05;16:27;A;16352584;250430;1;Essen;Speisen;5.50;19
2025-04-05;19:57;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-06;8:40;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-06;8:48;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-06;9:03;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-11;19:37;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-11;22:49;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-12;0:43;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-12;8:48;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-12;9:00;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-12;13:52;A;16352584;250430;1;Essen;Speisen;5.50;19
2025-04-12;21:12;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-13;8:42;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-13;8:46;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-13;8:59;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-14;8:29;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-14;8:33;A;16352584;250430;4463300210009;ICAO Wettbewerbskarte Mitglied;Merchendise;12.00;19
2025-04-14;8:48;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-14;9:07;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-14;17:03;B;16352584;250430;1;Essen;Speisen;4.50;19
2025-04-14;18:51;A;16352584;250430;4008948027000;Jever Pils 0,5l;Bier;1.30;19
2025-04-14;20:16;A;16352584;250430;4260386220331;Fläminger Radler 0,33l;Bier;1.10;19
2025-04-15;11:38;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-15;12:48;A;16352584;250430;2;Kaffee;Speisen;0.50;19
2025-04-15;17:54;A;16352584;250430;4014472280132;Bionade Naturtrüb Blutorange 0.33l;Getränke;1.30;19
2025-03-29;13:17;A;16381852;444796;1;Essen;Speisen;4.00;19
2025-03-29;13:18;A;16381852;444796;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-03-29;17:07;A;16381852;444796;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-05;19:53;A;16381852;444796;1;Essen;Speisen;5.50;19
2025-04-05;20:09;A;16381852;444796;87126860;Fanta 0,33l;Getränke;1.10;19
2025-04-05;20:09;A;16381852;444796;87126860;Fanta 0,33l;Getränke;1.10;19
2025-04-06;9:04;A;16381852;444796;2;Kaffee;Speisen;0.50;19
2025-04-06;16:10;A;16381852;444796;1;Essen;Speisen;5.50;19
2025-04-12;13:46;A;16381852;444796;1;Essen;Speisen;5.50;19
2025-04-13;13:31;A;16381852;444796;87126860;Fanta 0,33l;Getränke;1.10;19
2025-04-13;13:31;A;16381852;444796;87126860;Fanta 0,33l;Getränke;1.10;19
2025-04-13;13:31;A;16381852;444796;1;Essen;Speisen;5.50;19
2025-04-14;13:36;A;16381852;444796;1;Essen;Speisen;4.50;19
2025-04-14;13:49;A;16381852;444796;87126860;Fanta 0,33l;Getränke;1.10;19
2025-04-15;12:28;A;16381852;444796;1;Essen;Speisen;3.00;19
2025-04-15;14:26;B;16381852;444796;4014472279198;Bionade Himbeer-Plaume 0.33l;Getränke;1.30;19
2025-04-15;20:42;A;16381852;444796;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-05;13:28;A;16407017;483953;1;Essen;Speisen;5.50;19
2025-04-05;19:37;A;16407017;483953;4463300210993;Wendehut;Merchendise;10.00;19
2025-04-05;19:37;A;16407017;483953;9990000000000;Direktbuchung;Direktbuchung;1.10;19
2025-04-05;20:10;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-06;13:25;A;16407017;483953;1;Essen;Speisen;5.00;19
2025-04-06;13:25;A;16407017;483953;2;Kaffee;Speisen;0.50;19
2025-04-06;18:42;A;16407017;483953;3;Kuchen;Speisen;0.50;19
2025-04-12;9:10;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-12;13:50;A;16407017;483953;1;Essen;Speisen;5.50;19
2025-04-12;13:50;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-12;19:45;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-13;10:19;A;16407017;483953;4013256642012;Lichtenauer - spritzig - 0.5l;Wasser;0.85;19
2025-04-13;13:46;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-13;20:23;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-14;11:49;B;16407017;483953;4014472280132;Bionade Naturtrüb Blutorange 0.33l;Getränke;1.30;19
2025-04-14;13:33;A;16407017;483953;1;Essen;Speisen;4.50;19
2025-04-14;13:33;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-14;16:43;B;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-14;20:10;A;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-14;21:01;A;16407017;483953;4013256642012;Lichtenauer - spritzig - 0.5l;Wasser;0.85;19
2025-04-15;10:47;B;16407017;483953;87126853;Coca Cola 0.33l;Getränke;1.10;19
2025-04-15;12:33;A;16407017;483953;1;Essen;Speisen;3.00;19
2025-04-05;14:35;A;16480900;40458;1;Essen;Speisen;5.50;19
2025-04-05;14:35;A;16480900;40458;1;Essen;Speisen;5.50;19
2025-04-05;14:35;A;16480900;40458;1;Essen;Speisen;5.50;19
2025-04-05;14:54;A;16480900;40458;87126860;Fanta 0,33l;Getränke;1.10;19
2025-03-29;18:28;A;16522289;40480;4463300210009;ICAO Wettbewerbskarte Mitglied;Merchendise;12.00;19
2025-03-30;13:59;A;16522289;40480;1;Essen;Speisen;3.00;19
2025-04-06;9:20;A;16522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-06;13:35;A;16522289;40480;9990000000000;Direktbuchung;Direktbuchung;5.50;19
2025-04-06;14:05;A;16522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-06;18:58;A;16522289;40480;4260386220331;Fläminger Radler 0,33l;Bier;1.10;19
2025-04-12;13:45;A;16522289;40480;1;Essen;Speisen;5.50;19
2025-04-13;8:45;A;16522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-13;8:45;A;16522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-13;13:49;A;16522289;40480;1;Essen;Speisen;5.50;19
2025-04-13;13:49;A;16522289;40480;1;Essen;Speisen;5.50;19
2025-04-13;14:03;A;16522289;40480;2;Kaffee;Speisen;0.50;19
2025-04-13;14:03;A;16522289;40480;2;Kaffee;Speisen;0.50;19
2025-03-29;13:30;A;16526365;68309;2;Kaffee;Speisen;0.50;19
2025-04-14;8:32;A;16526365;68309;2;Kaffee;Speisen;0.50;19
2025-04-14;14:03;B;16526365;68309;1;Essen;Speisen;4.50;19
2025-04-14;15:38;B;16526365;68309;2;Kaffee;Speisen;0.50;19
2025-04-14;18:54;A;16526365;68309;4002103019107;Erdinger Alkoholfrei 0.5l;Bier;1.50;19
